Comm_ID	Account of relevés	Locations of relevés	Authors	Year of occurances
4040		flootplain at Rio Arlanzón in Burgos (Spain)	Tüxen et Oberdorfer 1958	1953
4040		monastery Las Huelgas near Burgos (Spain)	Tüxen et Oberdorfer 1958	1953
4040		reservoir dam near Arguis (S-Pyreneen, Spain)	Tüxen et Oberdorfer 1958	1953
4040		wet meadows at Rio Guadiana b. Villarta de S. Juan, Provo Ciudad Real (Spain)	Tüxen et Oberdorfer 1958	1953
4040		Creek bank near Nava, Prov. Oviedo (Spain)	Tüxen et Oberdorfer 1958	1953
4040		south of Tennen Mts. (Austria)	Weißkirchner in Mucina, Grabherr et Ellmauer 1993 	1978
4040		Petronell-Carnuntum (Marchfeld, Austria)	Wurm in Mucina, Grabherr et Ellmauer 1993 	1991
4040		Lassee (Marchfeld, Austria)	Zinöcker in Mucina, Grabherr et Ellmauer 1993 	1992
4041		Erera-Forcella Pelse; Busa del Castelin-Col del Demonio; Fosso di Brendol; Cima Brendol (Italy)	Lasen 1983	
4041	3	Berchtesgaden Alps (Germany)	Lippert	1966
4042	18	high mountain ranges below the timberline in the Krkonoše, Orlické hory, Hrubý Jeseník and Šumava Mountains (Česko)	Chytry et al. 2007	2007
4042		Bohemian forest (Austria)	Dunzendorfer in Mucina, Grabherr et Ellmauer 1993 	1981
4042	2	Bohemian Forest (Czech Republic)	Moravec	1965
4042	1	Bohemian Forest (Czech Republic)	Oberdorfer	1957
4042	1	Bohemian Forest (Czech Republic)	Preising	1953
4042	1	Bohemian Forest (Czech Republic)	W. Braun	n.n.
4043	6	Swabian Alb (from Tuttlingen to Aalen) (Germany)	K. Kuhn	1937
4043	5	Lower Regental (Germany)	Linhard, Stückl	1972
4043	3	Swabian Alb (from Tuttlingen to Aalen) (Germany)	O. Wilmanns	1956
4043	4	Swabian Alb (from Tuttlingen to Aalen) (Germany)	R. Hauff	1936
4043	44	Swabian Alb (from Tuttlingen to Aalen) (Germany)	Th. Müller	n.n.
4043	12	Lower Regental (Germany)	Zielonkowski	1972
4044	n.n.	Postalm area in the Salzburg Limestone Alps (Austria)	Breitfuss	1976
4044		Postalm (Salzburg, Austria)	Breitfuss in Mucina, Grabherr et Ellmauer 1993 	1976
4044	2	Upper Bavaria (Prealps) (Germany)	Buchwald	n.n.
4044		Grubwiesalm near Gaming  (Lower Austria)	Grabherr et Zechmeister in Mucina, Grabherr et Ellmauer 1993 	1989
4044	n.n.	Grubwiesalm near Gaming (Lower Austria)	Grabherr, Zechmeister	1989
4044	n.n.	Tennengebirge in the Salzburg Limestone Alps (Austria)	Hartl	1976
4044		Tennen Mts. (Austria)	Hartl in Mucina, Grabherr et Ellmauer 1993 	1976
4044	n.n.	Carpathians	Mraz	1956
4044	2	Upper Bavaria (Prealps) (Germany)	Oberdorfer	1950
4044	n.n.	Göstlinger Alps (Austria)	Schantl	1986
4044		Göstling Alps (Lower Austria)	Schantl in Mucina, Grabherr et Ellmauer 1993 	1986
4044	6	Upper Bavaria (Prealps) (Germany)	Siede	1960
4044	n.n.	Sommeralm in the Styrian Randgebirge (Austria)	Strassegger	1981
4044		Sommeralm (Styria, Austria)	Strassegger in Mucina, Grabherr et Ellmauer 1993 	1981
4044	4	Upper Bavaria (Prealps) (Germany)	W. Braun	n.n.
4044	n.n.	Hochkönig in the Salzburg Limestone Alps (Austria)	Weinmeister	1983
4044		Hochkönig (Austria)	Weinmeister in Mucina, Grabherr et Ellmauer 1993 	1983
4044	n.n.	Tennengebirge in the Salzburg Limestone Alps (Austria)	Weiskirchner	1978
4044		Teichalm (Styria, Austria)	Zimmermann et Maurer in Mucina, Grabherr et Ellmauer 1993 	1989
4044	n.n.	Teichalm in the Styrian Randgebirge (Austria)	Zimmermann, Maurer	1989
4044	n.n.	Wilder Kaiser in Tyrol (Austria)	Zöhrer	1978
4044		Wild Kaiser Mts. (Austria)	Zöhrer in Mucina, Grabherr et Ellmauer 1993 	1978
4045		Peña Vieja piedmont and Áliva meadows (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4045		Prao Cortes (Spain)	Rivas-Martinez et al. 1984	1984
4045		Canal de las Nieves a la altura de la Torre Altaiz (Spain)	Rivas-Martinez et al. 1984	1984
4045		Cueto de San Juan Toribio (Spain)	Rivas-Martinez et al. 1984	1984
4045		Pena Vieja (Spain)	Rivas-Martinez et al. 1984	1984
4045		Horcadina de Covarrobres, Macizo Central (Spain)	Rivas-Martinez et al. 1984	1984
4045		Vega Huerta, Pena Santa de Castilla (Spain)	Rivas-Martinez et al. 1984	1984
4045		Collado Camara (Spain)	Rivas-Martinez et al. 1984	1984
4045		Base de Pena Vieja (Spain)	Rivas-Martinez et al. 1984	1984
4045		Fuente de Camara (Spain)	Rivas-Martinez et al. 1984	1984
4045		De Aliva a Collada de Camara (Spain)	Rivas-Martinez et al. 1984	1984
4046		Puerto del Ponton  (Spain)	Rivas-Martinez et al. 1984	1984
4046		Cueto de Aliva (Spain)	Rivas-Martinez et al. 1984	1984
4046		Refugio de Aliva  (Spain)	Rivas-Martinez et al. 1984	1984
4046		Cabana Veronica, Macizo Central (Spain)	Rivas-Martinez et al. 1984	1984
4046		Puerto de San Glorio, Leon  (Spain)	Rivas-Martinez et al. 1984	1984
4047		Zaragoza: Leciñena. Balse de Leciñena (Spain)	Rivas-Martinez et al. 2002	2002
4047		Huesca: Alcubierre. Sierra de Alcubierre. Barranco de S. Caprasio, Balsa Pina (Spain)	Rivas-Martinez et al. 2002	2002
4047		Huesca: Sariñena. Between Pallaruelo de Monegros and Castejón de Monegros. El Campo de Ripoll (Spain)	Rivas-Martinez et al. 2002	2002
4047		Huesca: Between Lanaja and Castejón de Monegros, 'Ermita de S. Martín' (Spain)	Rivas-Martinez et al. 2002	2002
4047		Huesca: Lanaja. 'Paridera de Fuente Amarga' (Spain)	Rivas-Martinez et al. 2002	2002
4047		Huesca: Alcubierre. Sierra de Alcubierre. Valdelupo, 'Corrales de Casaús' (Spain)	Rivas-Martinez et al. 2002	2002
4047		Huesca: Gurrea de Gállego. 'Acequia del Soto' between La Paul and the Hermitage of 'Nuestra Señora del Salz' (Spain)	Rivas-Martinez et al. 2002	2002
4047		Huesca: Between Lanaja and Castejón de Monegros, Valzapatas (Spain)	Rivas-Martinez et al. 2002	2002
4048		Jaén: Siles, La Fresnedilla (Spain)	Rivas-Martinez et al. 2002	2002
4048		Jaén: Orcera, Laguna de Orcera (Spain)	Rivas-Martinez et al. 2002	2002
4048		Jaén: Santiago de la Espada, Hoya Maranza (Spain)	Rivas-Martinez et al. 2002	2002
4048		Jaén: Siles, Cortijo de la Balasna (Spain)	Rivas-Martinez et al. 2002	2002
4048		Albacete: Paterna del Madera, Rio de los Viñazos (Spain)	Rivas-Martinez et al. 2002	2002
4048		Jaén: Pontones, Don Domingo (Spain)	Rivas-Martinez et al. 2002	2002
4048		Jaén: Siles, Arroyo de Cárdenas (Spain)	Rivas-Martinez et al. 2002	2002
4150		León: Maraña, Puerto de las Señales-Pico del Lago del Pinar (Spain)	Rivas-Martinez et al. 2002	2002
4150		León: Puebla de Lillo, Circo de Cebolledo (Spain)	Rivas-Martinez et al. 2002	2002
4150		Asturias: LenalLeón: Villamanín, Alto de la Carbazosa (Spain)	Rivas-Martinez et al. 2002	2002
4150		Asturias: Caso, Pico Torres (Spain)	Rivas-Martinez et al. 2002	2002
4150		Asturias: CasolLeón: Puebla de Lillo, Peña del Viento-Pico Páramo (Spain)	Rivas-Martinez et al. 2002	2002
4150		Asturias: Lena, Cueto Negro (Spain)	Rivas-Martinez et al. 2002	2002
4150		Asturias: Aller, Pico de Palmían-Peña Redonda (Spain)	Rivas-Martinez et al. 2002	2002
4150		León: Boca de Huérgano/Cantabria: Camaleño, Puertos de Riofrío, Peña Prieta-Cubil del Can (Spain)	Rivas-Martinez et al. 2002	2002
4150		Asturias: CasolLeón: Puebla de Lillo, Peña de Viento-Pico Páramo (Spain)	Rivas-Martinez et al. 2002	2002
4150		 Asturias: Caso, Pico Torres (Spain)	Rivas-Martinez et al. 2002	2002
4150		Cantabria: Camaleño, Alto de Riofrío (Spain)	Rivas-Martinez et al. 2002	2002
4150		León: San Emiliano, Alto de la Farrapona-Peña Redonda (Spain)	Rivas-Martinez et al. 2002	2002
4150		Palencia: Brañosera, El Golobar-Valdecebollas (Spain)	Rivas-Martinez et al. 2002	2002
4150		León: Boca de Huérgano, Puerto de San Glorio (Spain)	Rivas-Martinez et al. 2002	2002
4150		Asturias: AllerlLeón: Valdelugueros: Pico de la Loma-Pico Toneo (Spain)	Rivas-Martinez et al. 2002	2002
4151	14	common in dry colline landscapes and lowlands of central Bohemia and south-western Moravia (Česko)	Chytry et al. 2007	1975/2007
4151	15	northern slopes of the Porphyrkuppen landscape north of Halle (Germany)	Schubert	1960
4201		Romania: Transilvania, Banat, Oltenia, Muntenia, Dobrogea, Moldova	Donita et al. 2005	1966-1995
4201		Pond near Alt-Nagelberg (Waldviertel, Austria)	Haumer in Mucina, Grabherr et Ellmauer 1993 	1986
4201	8	South Mecklenburg (Germany)	Jeschke	1959
4201	n.n.	Regions Normandie, Haute-de-France, Ille-de-France (France)	Julve 	2024
4201	10	eastern Bavaria (Germany)	Klapp	1951
4201	16	Nahe valley and near Mainz (Germany)	Oesau	n.n.
4201	25	Mecklenburg a. West-Brandenburg (Germany)	Passarge	1959
4201	1	from Baar/Hüfingen (plateau between Black Forest and Swabian Alb) (Germany)	Philippi	n.n.
4201	6	Odenwald and Tauber area (Germany)	Philippi	n.n.
4201	n.n.	Large and small valleys in Departement Cher (France)	Pujol et al. 2023	n.n.
4201	183	large parts of Europe, with centre of gravity in temperate areas; In Netherland in riverine areas, in low moorland and sea clay areas	Schaminée et al. 2010	2010
4201	5	widespread, e.g. at Debrecen,, Danube floodplain, Eger, Szarvaskö, Velencei-tó  (Hungary)	Soó 1964	1964
4201	1	Lowland, especially in Kisalföld (Hungary)	Soó 1964	1964
4201	6	Leine, Aller, Weser, Elbe valleys in summer-dry oxbow beds on silt-rich, air-poor soils (Germany)	Tüxen	1937
4201	12	eastern Bavaria (Germany)	Vollrath	1965
4202		Kritzendorf near Klosterneuburg (Austria)	Fink et al. in Mucina, Grabherr et Ellmauer 1993 	1987
4202	8	Lake Constance shore (Germany)	G. Lang	1973
4202		Lake Constance (Vorarlberg, Austria)	Grabherr et Polatschek in Mucina, Grabherr et Ellmauer 1993 	1986
4202		arround Hörbranz (Vorarlberg, Austria)	Grabherr in Mucina, Grabherr et Ellmauer 1993 	1987
4202		Mur flootplain gravels near Knittelfeld (Austria)	Holzner in Mucina, Grabherr et Ellmauer 1993 	1972
4202	3	northern Upper Rhine area (Germany)	Korneck	n.n.
4202	5	Wutach Gorge (Germany)	Oberdorfer	1971
4202		Danube flootplain gravels near Lobau (Vienna, Austria)	Sauberer in Mucina, Grabherr et Ellmauer 1993 	1942
4202	5	Danube flood plain (Hungary)	Soó 1964	1964
4202	45	from the banks of the Danube, Erms, Eyach, Fils, Iller, Jagst, Kocher, Lenninger Lauter, Neckar, Rhine, Rems, Seefelder Aach, Starzel, Steinlach, Tauber (Germany)	Th. Müller	1961
4202	5	southern Upper Rhine (Germany)	Th. Müller	1974
4202		Danube flootplain gravels near Wallsee (Austria)	Zelinka in Mucina, Grabherr et Ellmauer 1993 	1950
4203	n.n.	Départements Haute-Rhin, Bas-Rhin (France)	Julve 	2024
4203	6	Upper Rhine plain (Germany)	Oberdorfer	1957
4214		Salzburg (Austria)	Ennemoser in Mucina, Grabherr et Ellmauer 1993 	1985
4214	n.n.	Départements Savoie, Haute-Savoie, Haute-Alpes, Alpes de Haute-Provence (France)	Julve 	2024
4214		Vorarlberg (Austria)	Knapp et Knapp in Mucina, Grabherr et Ellmauer 1993 	1953
4214	10	Allgäu (Germany)	Oberdorfer	1950
4214	7	Montafon (Vorarlberg/Austria)	Oberdorfer	n.n.
4214		Sengsen Mts. (Upper Austria)	Rußmann in Mucina, Grabherr et Ellmauer 1993 	1977
4214		Göstling Alps (Lower Austria)	Rust in Mucina, Grabherr et Ellmauer 1993 	1986
4214		Tyrol (Austria)	Thimm in Mucina, Grabherr et Ellmauer 1993 	1953
4215	3	Allgäu (Germany)	Oberdorfer	1950
4215	15	Allgäu (Germany)	S. Görs	n.n.
4216	n.n.	Départements Alpes de Haute-Provence, Hautes-Alpes, Savoie, Haute-Savoie (France)	Julve 	2024
4216	2	Black Forest (Germany)	Klapp	1950
4216	3	Black Forest (Germany)	Oberdorfer	1957
4216	5	Swabian Forest (Germany)	Rodi	1961
4216	10	Swabian Alb (Germany)	Th. Müller	n.n.
4216	1	Black Forest (Germany)	Tüxen	1942
4217	5	Ostertal/Allgäu (Germany)	E. Siede	1960
4217		Gerlos plateau  (Austria)	Ennemoser in Mucina, Grabherr et Ellmauer 1993 	1985
4217		Leogang Stone Mts. (Austria)	Gumpelmayer in Mucina, Grabherr et Ellmauer 1993 	1967
4217		Little Walser valley (Austria)	Knapp in Mucina, Grabherr et Ellmauer 1993 	1962
4217	12	Berchtesgaden Alps (Germany)	Lippert	1966
4217		Bregenz forest (Austria)	Nachbauer in Mucina, Grabherr et Ellmauer 1993 	1976
4217	8	Buching-Trauchgau/Allgäu (Germany)	Siede, Vollrath	n.n.
4217		Wild Kaiser Mts. (Austria)	Zöhrer in Mucina, Grabherr et Ellmauer 1993 	1978
4218		Nisipurile maritime, litoralul Mãrii Negre. Capu Midia, Grindul Chituc (Romania)	Donita et al. 2005	1934-2002
4218	1	Island Borkum (Germany)	Preising	n.n.
4218	5	salty sandy beach of the North- Sea and Baltic Sea on primary dunes (Germany)	Tüxen	1937
4218	24	North- Sea coast of Lower Saxony (Germany)	Tüxen	n.n.
4218	27	Island Spiekeroog (Germany)	Wiemann, Domke	1967
4219		Macizo iberico n Soria (Spain)	Tüxen et Oberdorfer 1958	1953
4219		Parador de Arguis (S-Pyreneen, Spain)	Tüxen et Oberdorfer 1958	1953
4219		Puerto de Piedras Luengas nw Burgos (Spain)	Tüxen et Oberdorfer 1958	1953
4219	3	Pena Santa over Covadonga near reservoir (Spain)	Tüxen et Oberdorfer 1958	1953
4220		Nava east of Oviedo (Spain)	Tüxen et Oberdorfer 1958	1953
4220		near Gomeá east of Lugo (Spain)	Tüxen et Oberdorfer 1958	1953
4220	7	near Ribadeo (Spain)	Tüxen et Oberdorfer 1958	1953
4220	4	near of Oviedo (Spain)	Tüxen et Oberdorfer 1958	1953
4220		between Nava and Pilona (Spain)	Tüxen et Oberdorfer 1958	1953
4220	3	near Gijón (Spain)	Tüxen et Oberdorfer 1958	1953
4220	6	Pena Santa over Covadonga (Spain)	Tüxen et Oberdorfer 1958	1953
4221		Jaraicejo (Spain)	Belmonte 2008	2008
4221		Monfragüe, Torrejón el Rubio (Spain)	Belmonte 2008	2008
4221		Colmenar del Negrete, Serradilla (Spain)	Belmonte 2008	2008
4221		El Gorronal, Torrejón el Rubio (Spain)	Belmonte 2008	2008
4221		Serradilla (Spain)	Belmonte 2008	2008
4221		Eriales de Jaraicejo (Spain)	Belmonte 2008	2008
4221		Coto Cristina, Serrejón (Spain)	Belmonte 2008	2008
4221		Collado de Murcia, Jariacejo (Spain)	Belmonte 2008	2008
4221		Torrejón el Rubio (Spain)	Belmonte 2008	2008
4221		Rincón de Valladolid, Torrejón el Rubio (Spain)	Belmonte 2008	2008
4221		Dehesa de Cuarto Real, Torrejón el Rubio (Spain)	Belmonte 2008	2008
4221		Villarrreal de San Carlos, Torrejón el Rubio (Spain)	Belmonte 2008	2008
4221		Caldeirão range (Portugal)	Belmonte 2008	2008
4221		neighbourhood of Trujillo (Spain)	Belmonte 2008	2008
4221		Cancho Llano, Serradilla (Spain)	Belmonte 2008	2008
4221		 El Madroñillo, Serradilla (Spain)	Belmonte 2008	2008
4221		Cuesta de la Jara, Torrejón el Rubio (Spain)	Belmonte 2008	2008
4221		near Taormina (Sicily, Italy)	Cambria 2019	2013
4222		Peloritani, Nebrodi and Madonie mountains (Sicily, Italy)	Cambria 2019	1976
4223		Piana degli Albanesi (Palermo, Sicily, Italy)	Cambria 2019	2017
4224		from Vendicari to Biviere di Gela (Sicily, Italy)	Cambria 2019	
4224		Iberian Peninsula	Cambria 2019	1957
4225		Pantelleria island (Sicily, Italy)	Cambria 2019	1977-1999
4226		Isola Grande dello Stagnone near Marsala; Capo Feto near Mazara del Vallo; Hyblaean salt marshes (Sicily, Italy)	Cambria 2019	1974-2012
4227		everywhere throughout Sicily,  urban and extraurban xeric stands  (Italy)	Cambria 2019	1986-2002
4228		Madonie mountains (Sicily, Italy)	Cambria 2019	1980-1998
4229		Central and Western Sicily (Italy)	Cambria 2019	1985-2010
4290	5	Hiddensee (Germany)	Fröde	1950
4290	5	Bay of Wismar (Germany)	Passarge	1964
4501	7	Darß (Germany)	Libbert	1940
4502	7	Darß (Germany)	Libbert	1940
4725		Chernivtsi and Ivano-Frankivsk regions in the valleys of the Myhidra and Prut rivers (Ukraine)	Budzhak et al. 2016	2016
4725		Chernivtsi and Ivano-Frankivsk regions in the valleys of the Myhidra and Prut rivers (Ukraine)	Budzhak et al. 2016	2016
4725		Romania: Getic Subcarpathians, Moldavian Subcarpathians, Transylvanian Plateau	Donita et al. 2005	
4725		Romania:  Bistriţa-Văratec Valley, Bistricioara (Boroşteni) Valley,	Niculescu et al. 2012	2009
4725		Desna flood plain (Ukraine/Russia)	Shelyag-Sosonko et al. 1987	
4725		Desna flood plain (Ukraine/Russia)	Shelyag-Sosonko et al. 1987	1974-1982
4726		Romania:  Galoşpetreu; Sălacea; Mihai Bravu; Ghileşti; Piru Nou; Galoşpetreu entrance from Tarcea	Czirjak 2010	2010
4726		Romania: Transilvania, Banat, Oltenia, Muntenia, Moldova, Dobrogea	Donita et al. 2005	1960-1997
4726		Romania: Zamostea-jud. Suceava, Valea Tisitei – jud. Vrancea	Donita et al. 2005	1960-1997
4727		Romania: Transylvania, Muntenia, and Moldova	Donita et al. 2005	1995-1997
4727		Westfälische Bucht (Germany)	E. Schröder 1989	1989
4727		Westfälische Bucht (Germany)	E. Schröder 1989	1989
4728		Nirajul Mare River (Mureș County, Romania)	Domokos 2013	2013
4728		Romania: Transylvania, and in Oltenia, Muntenia, and Moldova	Donita et al. 2005	2001-2002
4728		in the upper parts of subalpine and alpine belts of the Ukrainian Carpathians	Kricsfalusy 2013	2013
4728		in the upper parts of subalpine and alpine belts of the Ukrainian Carpathians	Kricsfalusy 2013	2013
4729		Romania: Maramures (Tara Oasului), Transilvania (Depresiunea Vad)	Donita et al. 2005	1963-1980
4729		Untersberg near Großgmain (Salzburg, Austria)	Stöhr 2003	2003
4729		Degermoos (Germany)	Trieber 1999	1997
4729		Streuwiese bei Roggenzell (Germany)	Trieber 1999	1997
4730	4	Middle-Mecklenburg (Germany)	Passarge	1964
4731	23	most common in northern and north-western Bohemia, in the Třeboň basin of southern Bohemia and elsewhere in the mountains (Česko)	Chytry et al. 2007	1975/2007
4731	5	Welzheim Forest (Germany)	D. Rodi	1961
4731	5	Waldenburg Mountains (Germany)	H. Scheerer, Th. Müller	1956
4731	n.n.	Départements Vosges, Meurthe-et-Moselle, Moselle, Ardennes, Aisne, Nord, Pas-de-Calais (France)	Julve 	2024
4731	6	Alpine foothills (Allgäu and Tölz) (Germany)	K. Buchwald, Görs, Oberdorfer, W. Braun	1951
4731	8	Black Forest (Germany)	Oberdorfer	1957
4731	14	Upper Palatinate and Bavarian Forest (Germany)	Preising, Oberdorfer, W. Braun	1953
4731	n.n.	Mesohygrophilous communities on more or less drained and/or compacted peaty soil in Val de Loire (France)	Pujol et al. 2023	n.n.
4731	19	Swabian Alb (Germany)	R. Hauff, Th. Müller	1936
4732	23	Prignitz (Germany)	Fischer	1960
4732	7	SW Mecklenburg (Germany)	Passarge	1964
4733	2	Boa Nova near Porto (Portugal)	Braun-Blanquet 1967	1967
4734		Garganta de Puerto Oscuro (Spain)	Arsensi-Marfil et Diez-Garretas in Rivas-Martinez et al. 1999	1999
4734		 surroundings of the Puerto de Galiz (Spain)	Arsensi-Marfil et Diez-Garretas in Rivas-Martinez et al. 1999	1999
4734	2	Guadalupe over Fuenterrabia (Spain)	Braun-Blanquet 1967	1967
4734	2	Cap du Figuier  (Spain)	Braun-Blanquet 1967	1967
4734	1	Ajako Arri (Spain)	Braun-Blanquet 1967	1967
4734	5	Monte Igueldo near San Sebastian (Spain)	Braun-Blanquet 1967	1967
4734	2	Gurutze (Spain)	Braun-Blanquet 1967	1967
4734	4	Jaizkibel (Spain)	Braun-Blanquet 1967	1967
4735	3	Feet of Benbulbin north-east of Sligo (Ireland)	Braun-Blanquet et Tüxen	1951
4735		Hill near Glencar, Co. Kerry (Ireland)	Braun-Blanquet et Tüxen	1951
4735	2	Valley in the Carrowkeel Mountains, Co. Sligo (Ireland)	Braun-Blanquet et Tüxen	1951
4735		Coumshingaun, Co. Waterford (Ireland)	Braun-Blanquet et Tüxen	1951
4735	2	south of Brittas south of Dublin (Ireland)	Pethybridge et Praeger 	1905
4736		Glencar, Co. Kerry (Ireland)	Braun-Blanquet et Tüxen	1951
4736	5	Carrowkeel Mountains, Co. Sligo (Ireland)	Braun-Blanquet et Tüxen	1951
4736	2	Ballinahinch, Co. Galway (Ireland)	Braun-Blanquet et Tüxen	1951
4736	2	Cloonee, Co. Kerry (Ireland)	Braun-Blanquet et Tüxen	1951
4736	6	Glenbeigh, Co. Kerry (Ireland)	Braun-Blanquet et Tüxen	1951
4736		Coumshingaun, Co. Waterford (Ireland)	Braun-Blanquet et Tüxen	1951
4736		Benbulbin north-east of Sligo (Ireland)	Braun-Blanquet et Tüxen	1951
4736		near Caragh, Co. Kerry (Ireland)	Braun-Blanquet et Tüxen	1951
4736	6	Craigga-more, Connemara, Co. Galway (Ireland)	Braun-Blanquet et Tüxen	1951
4736	7	Minaun-Cliff near Keel, Co. Mayo (Ireland)	Braun-Blanquet et Tüxen	1951
4736	3	near Furnace, Co. Mayo (Ireland)	Braun-Blanquet et Tüxen	1951
4736		Hotel near Lough Cullin, Co. Mayo (Ireland)	Braun-Blanquet et Tüxen	1951
4736	7	south-west of Dublin (Ireland)	Pethybridge et Praeger 	1905
4737		Puerto de Pajares north of Leon (Spain)	Tüxen et Oberdorfer 1958	1953
4737		Pena Santa above Covadonga (Spain)	Tüxen et Oberdorfer 1958	1953
4738	10	Panticosa region (Spain)	Tüxen et Oberdorfer 1958	1953
4739	9	Penalara, Sierra de Guadarrama (Spain)	Tüxen et Oberdorfer 1958	1953
4740		Huelva: Nerva. Cemetery (Spain)	Rivas-Martinez et al. 2002	2002
4740		Huelva: Tinto river, Minas de las Marismillas (Spain)	Rivas-Martinez et al. 2002	2002
4740		Huelva: Nerva. Tinto river (Spain)	Rivas-Martinez et al. 2002	2002
4740		Huelva: Tharsis, Ribera de la Dehesa (Spain)	Rivas-Martinez et al. 2002	2002
4740		Huelva: Alosno, Ribera de la Dehesa, Odiel (Spain)	Rivas-Martinez et al. 2002	2002
4740		Huelva: Embalse de Tumbanala (Spain)	Rivas-Martinez et al. 2002	2002
4740		Huelva: Las Zarandas (Spain)	Rivas-Martinez et al. 2002	2002
4740	2	Huelva: Souree of Tinto river (Spain)	Rivas-Martinez et al. 2002	2002
4740	2	Huelva: Peña de Hierro (Spain)	Rivas-Martinez et al. 2002	2002
4741		Madrid: Miraflores-Morcuera (Spain)	Rivas-Martinez et al. 2002	2002
4741		Ávila: Peguerinos (Spain)	Rivas-Martinez et al. 2002	2002
4741		Ávila: El Espinar, Cabeza Renales (Spain)	Rivas-Martinez et al. 2002	2002
4741		Ávila: Las Navas del Marqués (Spain)	Rivas-Martinez et al. 2002	2002
4741		Madrid: Morcuera-Rascafría (Spain)	Rivas-Martinez et al. 2002	2002
4741		Madrid: Rascafría, near Puerto de Cotos (Spain)	Rivas-Martinez et al. 2002	2002
4741		Madrid: Sierra de Guadarrama, Mondalindo (Spain)	Rivas-Martinez et al. 2002	2002
4741		Madrid: Morcuera-La Najarra (Spain)	Rivas-Martinez et al. 2002	2002
4741	2	Madrid: Puerto de Navafría (Spain)	Rivas-Martinez et al. 2002	2002
4742		León: Cerezales del Condado (Spain)	Rivas-Martinez et al. 2002	2002
4742		León: Villasabariego, El Chopo (Spain)	Rivas-Martinez et al. 2002	2002
4742		León: Casasola de Rueda, Valle de Valmacín (Spain)	Rivas-Martinez et al. 2002	2002
4742		León: Villacontilde (Spain)	Rivas-Martinez et al. 2002	2002
4742		León: Santovenia del Monte (Spain)	Rivas-Martinez et al. 2002	2002
4742		León: San Miguel de Escalada (Spain)	Rivas-Martinez et al. 2002	2002
4743		Cantabria: Camaleño, Alto de Ríofrío (Spain)	Rivas-Martinez et al. 2002	2002
4743		León: Candín: Puerto de Ancares (Spain)	Rivas-Martinez et al. 2002	2002
4743		Asturias: Caso, Pico Torres (Spain)	Rivas-Martinez et al. 2002	2002
4743		León: Villablino, Cueto de Arbás (Spain)	Rivas-Martinez et al. 2002	2002
4743		Asturias: Cangas de Narcea/León: Villablino, Cueto de Arbás (Spain)	Rivas-Martinez et al. 2002	2002
4743		Asturias: Lena/León: Villamanín, Alto de la Carbazosa (Spain)	Rivas-Martinez et al. 2002	2002
4743		León: Candín, Alto del Cuíña (Spain)	Rivas-Martinez et al. 2002	2002
4743		León: Páramo del Sil, El Miro (Spain)	Rivas-Martinez et al. 2002	2002
4743		León: Villablino/Astruias: Somiedo, Las Camposas (Spain)	Rivas-Martinez et al. 2002	2002
4743		Cantabria: Hermandad del Campóo de Suso, Alto Campóo, Braña Vieja-Pico Tres Mares (Spain)	Rivas-Martinez et al. 2002	2002
4744		Serradilla. Cancho de la Cueva (Spain)	Rivas-Martinez et al. 2002	2002
4744		Mirabel. Sierra de los Canchos (Spain)	Rivas-Martinez et al. 2002	2002
4744		Serradilla. Cruz del Cancho (Spain)	Rivas-Martinez et al. 2002	2002
4744		Casas de Miravete. Río Frío (Spain)	Rivas-Martinez et al. 2002	2002
4744		Toledo: Real de San Vicente. Pico Pelados (Spain)	Rivas-Martinez et al. 2002	2002
4744		Casas de Miravete.Canchal del Agujero (Spain)	Rivas-Martinez et al. 2002	2002
4744		Torrejón el Rubio, Parque Natural del Monfragüe, Risco de la Gitana (Spain)	Rivas-Martinez et al. 2002	2002
4745		Páramo de Masa, between Masa and Poza de la Sal. Burgos (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4745		Portillo de Busto (Montes Obarenes), Burgos (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4745		Tartales de Cilla, Burgos (Spain)	Rivas-Martinez et al. 1984	1984
4745		Carcamo, Alava (Spain)	Rivas-Martinez et al. 1984	1984
4745		Morillas, Alava (Spain)	Rivas-Martinez et al. 1984	1984
4745		Trevino, Burgos (Spain)	Rivas-Martinez et al. 1984	1984
4745		Cerca de Maranon, Navarra (Spain)	Rivas-Martinez et al. 1984	1984
4745		Sabando, Alava (Spain)	Rivas-Martinez et al. 1984	1984
4745		Entre Subujana y Montevire, Alava (Spain)	Rivas-Martinez et al. 1984	1984
4745		Nograro, Alava (Spain)	Rivas-Martinez et al. 1984	1984
4745		Ermita de Pilas, Sierra de la Tesla, Burgas (Spain)	Rivas-Martinez et al. 1984	1984
4745		Penacorba, Sierra de la Tesla, Burgas (Spain)	Rivas-Martinez et al. 1984	1984
4746		Pinar de Lillo, León (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4746		Ubiña massif, León – Asturia  (Spain)	Penas Merino et Puente Garzia in Rivas-Martinez et al. 2002	1999
4746		Pena Ubina, León (Spain)	Rivas-Martinez et al. 1984	1984
4746		San Emiliano, León (Spain)	Rivas-Martinez et al. 1984	1984
